Remaining decisions,Money accumulated,Last outcome was positive,Last outcome was negative,Money accumulated > Loan,Money accumulated < Loan,Current decision,Cards chosen from deck (A),Positive last outcome (A),Negative last outcome (A),Positive cards (A),Negative cards (A),Frequency of positive cards (A),Frequency of negative cards (A),Best outcome (A),Worst outcome (A),decisions without choosing (A),Won money (A),Lost money (A),Cards chosen from deck (B),Positive last outcome (B),Negative last outcome (B),Positive cards (B),Negative cards (B),Frequency of positive cards (B),Frequency of negative cards (B),Best outcome (B),Worst outcome (B),decisions without choosing (B),Won money (B),Lost money (B),Cards chosen from deck (C),Positive last outcome (C),Negative last outcome (C),Positive cards (C),Negative cards (C),Frequency of positive cards (C),Frequency of negative cards (C),Best outcome (C),Worst outcome (C),decisions without choosing (C),Won money (C),Lost money (C),Cards chosen from deck (D),Positive last outcome (D),Negative last outcome (D),Positive cards (D),Negative cards (D),Frequency of positive cards (D),Frequency of negative cards (D),Best outcome (D),Worst outcome (D),decisions without choosing (D),Won money (D),Lost money (D),Selected deck,Time
26,2150,False,True,True,False,74,3,False,True,2,1,0.6666666666666666,0.3333333333333333,100,-50,71,300,150,2,False,True,1,1,0.5,0.5,100,-1150,69,200,1250,11,True,False,11,0,1.0,0.0,50,0,49,550,150,58,False,True,53,5,0.9137931034482759,0.08620689655172414,50,-200,0,2900,1250,D,187.0
25,2200,True,False,True,False,75,3,False,True,2,1,0.6666666666666666,0.3333333333333333,100,-50,72,300,150,2,False,True,1,1,0.5,0.5,100,-1150,70,200,1250,11,True,False,11,0,1.0,0.0,50,0,50,550,150,59,True,False,54,5,0.9152542372881356,0.0847457627118644,50,-200,0,2950,1250,D,86.0
24,2250,True,False,True,False,76,3,False,True,2,1,0.6666666666666666,0.3333333333333333,100,-50,73,300,150,2,False,True,1,1,0.5,0.5,100,-1150,71,200,1250,11,True,False,11,0,1.0,0.0,50,0,51,550,150,60,True,False,55,5,0.9166666666666666,0.08333333333333333,50,-200,0,3000,1250,D,173.0
23,2300,True,False,True,False,77,3,False,True,2,1,0.6666666666666666,0.3333333333333333,100,-50,74,300,150,2,False,True,1,1,0.5,0.5,100,-1150,72,200,1250,11,True,False,11,0,1.0,0.0,50,0,52,550,150,61,True,False,56,5,0.9180327868852459,0.08196721311475409,50,-200,0,3050,1250,D,100.0
22,2100,False,True,True,False,78,3,False,True,2,1,0.6666666666666666,0.3333333333333333,100,-50,75,300,150,2,False,True,1,1,0.5,0.5,100,-1150,73,200,1250,11,True,False,11,0,1.0,0.0,50,0,53,550,150,62,False,True,56,6,0.9032258064516129,0.0967741935483871,50,-200,0,3100,1500,D,164.0
21,2150,True,False,True,False,79,3,False,True,2,1,0.6666666666666666,0.3333333333333333,100,-50,76,300,150,2,False,True,1,1,0.5,0.5,100,-1150,74,200,1250,11,True,False,11,0,1.0,0.0,50,0,54,550,150,63,True,False,57,6,0.9047619047619048,0.09523809523809523,50,-200,0,3150,1500,D,94.0
20,1950,False,True,True,False,80,3,False,True,2,1,0.6666666666666666,0.3333333333333333,100,-50,77,300,150,2,False,True,1,1,0.5,0.5,100,-1150,75,200,1250,11,True,False,11,0,1.0,0.0,50,0,55,550,150,64,False,True,57,7,0.890625,0.109375,50,-200,0,3200,1750,D,189.0
19,2000,True,False,True,False,81,3,False,True,2,1,0.6666666666666666,0.3333333333333333,100,-50,78,300,150,2,False,True,1,1,0.5,0.5,100,-1150,76,200,1250,11,True,False,11,0,1.0,0.0,50,0,56,550,150,65,True,False,58,7,0.8923076923076924,0.1076923076923077,50,-200,0,3250,1750,D,94.0
18,2050,True,False,True,False,82,3,False,True,2,1,0.6666666666666666,0.3333333333333333,100,-50,79,300,150,2,False,True,1,1,0.5,0.5,100,-1150,77,200,1250,11,True,False,11,0,1.0,0.0,50,0,57,550,150,66,True,False,59,7,0.8939393939393939,0.10606060606060606,50,-200,0,3300,1750,D,186.0
17,2100,True,False,True,False,83,3,False,True,2,1,0.6666666666666666,0.3333333333333333,100,-50,80,300,150,2,False,True,1,1,0.5,0.5,100,-1150,78,200,1250,11,True,False,11,0,1.0,0.0,50,0,58,550,150,67,True,False,60,7,0.8955223880597015,0.1044776119402985,50,-200,0,3350,1750,D,73.0
16,2150,True,False,True,False,84,3,False,True,2,1,0.6666666666666666,0.3333333333333333,100,-50,81,300,150,2,False,True,1,1,0.5,0.5,100,-1150,79,200,1250,11,True,False,11,0,1.0,0.0,50,0,59,550,150,68,True,False,61,7,0.8970588235294118,0.10294117647058823,50,-200,0,3400,1750,D,194.0
15,2200,True,False,True,False,85,3,False,True,2,1,0.6666666666666666,0.3333333333333333,100,-50,82,300,150,2,False,True,1,1,0.5,0.5,100,-1150,80,200,1250,11,True,False,11,0,1.0,0.0,50,0,60,550,150,69,True,False,62,7,0.8985507246376812,0.10144927536231885,50,-200,0,3450,1750,D,101.0
14,2250,True,False,True,False,86,3,False,True,2,1,0.6666666666666666,0.3333333333333333,100,-50,83,300,150,2,False,True,1,1,0.5,0.5,100,-1150,81,200,1250,11,True,False,11,0,1.0,0.0,50,0,61,550,150,70,True,False,63,7,0.9,0.1,50,-200,0,3500,1750,D,186.0
13,2300,True,False,True,False,87,3,False,True,2,1,0.6666666666666666,0.3333333333333333,100,-50,84,300,150,2,False,True,1,1,0.5,0.5,100,-1150,82,200,1250,11,True,False,11,0,1.0,0.0,50,0,62,550,150,71,True,False,64,7,0.9014084507042254,0.09859154929577464,50,-200,0,3550,1750,D,86.0
12,2350,True,False,True,False,88,3,False,True,2,1,0.6666666666666666,0.3333333333333333,100,-50,85,300,150,2,False,True,1,1,0.5,0.5,100,-1150,83,200,1250,11,True,False,11,0,1.0,0.0,50,0,63,550,150,72,True,False,65,7,0.9027777777777778,0.09722222222222222,50,-200,0,3600,1750,D,179.0
11,2150,False,True,True,False,89,3,False,True,2,1,0.6666666666666666,0.3333333333333333,100,-50,86,300,150,2,False,True,1,1,0.5,0.5,100,-1150,84,200,1250,11,True,False,11,0,1.0,0.0,50,0,64,550,150,73,False,True,65,8,0.8904109589041096,0.1095890410958904,50,-200,0,3650,2000,A,103.0
10,1950,False,True,True,False,90,4,False,True,2,2,0.5,0.5,100,-200,0,400,450,2,False,True,1,1,0.5,0.5,100,-1150,85,200,1250,11,True,False,11,0,1.0,0.0,50,0,65,550,150,73,False,True,65,8,0.8904109589041096,0.1095890410958904,50,-200,1,3650,2000,D,899.0
9,1750,False,True,True,False,91,4,False,True,2,2,0.5,0.5,100,-200,1,400,450,2,False,True,1,1,0.5,0.5,100,-1150,86,200,1250,11,True,False,11,0,1.0,0.0,50,0,66,550,150,74,False,True,65,9,0.8783783783783784,0.12162162162162163,50,-200,0,3700,2250,D,942.0
8,1800,True,False,True,False,92,4,False,True,2,2,0.5,0.5,100,-200,2,400,450,2,False,True,1,1,0.5,0.5,100,-1150,87,200,1250,11,True,False,11,0,1.0,0.0,50,0,67,550,150,75,True,False,66,9,0.88,0.12,50,-200,0,3750,2250,D,103.0
7,1850,True,False,True,False,93,4,False,True,2,2,0.5,0.5,100,-200,3,400,450,2,False,True,1,1,0.5,0.5,100,-1150,88,200,1250,11,True,False,11,0,1.0,0.0,50,0,68,550,150,76,True,False,67,9,0.881578947368421,0.11842105263157894,50,-200,0,3800,2250,D,192.0
6,1900,True,False,True,False,94,4,False,True,2,2,0.5,0.5,100,-200,4,400,450,2,False,True,1,1,0.5,0.5,100,-1150,89,200,1250,11,True,False,11,0,1.0,0.0,50,0,69,550,150,77,True,False,68,9,0.8831168831168831,0.11688311688311688,50,-200,0,3850,2250,D,112.0
5,1950,True,False,True,False,95,4,False,True,2,2,0.5,0.5,100,-200,5,400,450,2,False,True,1,1,0.5,0.5,100,-1150,90,200,1250,11,True,False,11,0,1.0,0.0,50,0,70,550,150,78,True,False,69,9,0.8846153846153846,0.11538461538461539,50,-200,0,3900,2250,D,176.0
4,2000,True,False,True,False,96,4,False,True,2,2,0.5,0.5,100,-200,6,400,450,2,False,True,1,1,0.5,0.5,100,-1150,91,200,1250,11,True,False,11,0,1.0,0.0,50,0,71,550,150,79,True,False,70,9,0.8860759493670886,0.11392405063291139,50,-200,0,3950,2250,D,110.0
3,2050,True,False,True,False,97,4,False,True,2,2,0.5,0.5,100,-200,7,400,450,2,False,True,1,1,0.5,0.5,100,-1150,92,200,1250,11,True,False,11,0,1.0,0.0,50,0,72,550,150,80,True,False,71,9,0.8875,0.1125,50,-200,0,4000,2250,D,173.0
2,2100,True,False,True,False,98,4,False,True,2,2,0.5,0.5,100,-200,8,400,450,2,False,True,1,1,0.5,0.5,100,-1150,93,200,1250,11,True,False,11,0,1.0,0.0,50,0,73,550,150,81,True,False,72,9,0.8888888888888888,0.1111111111111111,50,-200,0,4050,2250,D,86.0
1,2150,True,False,True,False,99,4,False,True,2,2,0.5,0.5,100,-200,9,400,450,2,False,True,1,1,0.5,0.5,100,-1150,94,200,1250,11,True,False,11,0,1.0,0.0,50,0,74,550,150,82,True,False,73,9,0.8902439024390244,0.10975609756097561,50,-200,0,4100,2250,D,187.0
