Remaining decisions,Money accumulated,Last outcome was positive,Last outcome was negative,Money accumulated > Loan,Money accumulated < Loan,Current decision,Cards chosen from deck (A),Positive last outcome (A),Negative last outcome (A),Positive cards (A),Negative cards (A),Frequency of positive cards (A),Frequency of negative cards (A),Best outcome (A),Worst outcome (A),decisions without choosing (A),Won money (A),Lost money (A),Cards chosen from deck (B),Positive last outcome (B),Negative last outcome (B),Positive cards (B),Negative cards (B),Frequency of positive cards (B),Frequency of negative cards (B),Best outcome (B),Worst outcome (B),decisions without choosing (B),Won money (B),Lost money (B),Cards chosen from deck (C),Positive last outcome (C),Negative last outcome (C),Positive cards (C),Negative cards (C),Frequency of positive cards (C),Frequency of negative cards (C),Best outcome (C),Worst outcome (C),decisions without choosing (C),Won money (C),Lost money (C),Cards chosen from deck (D),Positive last outcome (D),Negative last outcome (D),Positive cards (D),Negative cards (D),Frequency of positive cards (D),Frequency of negative cards (D),Best outcome (D),Worst outcome (D),decisions without choosing (D),Won money (D),Lost money (D),Selected deck,Time
78,1675,True,False,True,False,22,0,False,False,0,0,0.5,0.5,0,0,22,0,0,0,False,False,0,0,0.5,0.5,0,0,22,0,0,22,True,False,18,4,0.8181818181818182,0.18181818181818182,50,-25,0,1100,425,0,False,False,0,0,0.5,0.5,0,0,22,0,0,C,145.0
77,1725,True,False,True,False,23,0,False,False,0,0,0.5,0.5,0,0,23,0,0,0,False,False,0,0,0.5,0.5,0,0,23,0,0,23,True,False,19,4,0.8260869565217391,0.17391304347826086,50,-25,0,1150,425,0,False,False,0,0,0.5,0.5,0,0,23,0,0,C,231.0
76,1775,True,False,True,False,24,0,False,False,0,0,0.5,0.5,0,0,24,0,0,0,False,False,0,0,0.5,0.5,0,0,24,0,0,24,True,False,20,4,0.8333333333333334,0.16666666666666666,50,-25,0,1200,425,0,False,False,0,0,0.5,0.5,0,0,24,0,0,C,164.0
75,1775,True,False,True,False,25,0,False,False,0,0,0.5,0.5,0,0,25,0,0,0,False,False,0,0,0.5,0.5,0,0,25,0,0,25,0,0,21,4,0.84,0.16,50,-25,0,1250,475,0,False,False,0,0,0.5,0.5,0,0,25,0,0,C,188.0
74,1825,True,False,True,False,26,0,False,False,0,0,0.5,0.5,0,0,26,0,0,0,False,False,0,0,0.5,0.5,0,0,26,0,0,26,True,False,22,4,0.8461538461538461,0.15384615384615385,50,-25,0,1300,475,0,False,False,0,0,0.5,0.5,0,0,26,0,0,C,151.0
73,1875,True,False,True,False,27,0,False,False,0,0,0.5,0.5,0,0,27,0,0,0,False,False,0,0,0.5,0.5,0,0,27,0,0,27,True,False,23,4,0.8518518518518519,0.14814814814814814,50,-25,0,1350,475,0,False,False,0,0,0.5,0.5,0,0,27,0,0,C,194.0
72,1900,True,False,True,False,28,0,False,False,0,0,0.5,0.5,0,0,28,0,0,0,False,False,0,0,0.5,0.5,0,0,28,0,0,28,True,False,24,4,0.8571428571428571,0.14285714285714285,50,-25,0,1400,500,0,False,False,0,0,0.5,0.5,0,0,28,0,0,C,179.0
71,1950,True,False,True,False,29,0,False,False,0,0,0.5,0.5,0,0,29,0,0,0,False,False,0,0,0.5,0.5,0,0,29,0,0,29,True,False,25,4,0.8620689655172413,0.13793103448275862,50,-25,0,1450,500,0,False,False,0,0,0.5,0.5,0,0,29,0,0,C,125.0
70,2000,True,False,True,False,30,0,False,False,0,0,0.5,0.5,0,0,30,0,0,0,False,False,0,0,0.5,0.5,0,0,30,0,0,30,True,False,26,4,0.8666666666666667,0.13333333333333333,50,-25,0,1500,500,0,False,False,0,0,0.5,0.5,0,0,30,0,0,C,178.0
69,2050,True,False,True,False,31,0,False,False,0,0,0.5,0.5,0,0,31,0,0,0,False,False,0,0,0.5,0.5,0,0,31,0,0,31,True,False,27,4,0.8709677419354839,0.12903225806451613,50,-25,0,1550,500,0,False,False,0,0,0.5,0.5,0,0,31,0,0,C,159.0
68,2100,True,False,True,False,32,0,False,False,0,0,0.5,0.5,0,0,32,0,0,0,False,False,0,0,0.5,0.5,0,0,32,0,0,32,True,False,28,4,0.875,0.125,50,-25,0,1600,500,0,False,False,0,0,0.5,0.5,0,0,32,0,0,C,173.0
67,2150,True,False,True,False,33,0,False,False,0,0,0.5,0.5,0,0,33,0,0,0,False,False,0,0,0.5,0.5,0,0,33,0,0,33,True,False,29,4,0.8787878787878788,0.12121212121212122,50,-25,0,1650,500,0,False,False,0,0,0.5,0.5,0,0,33,0,0,C,108.0
66,2200,True,False,True,False,34,0,False,False,0,0,0.5,0.5,0,0,34,0,0,0,False,False,0,0,0.5,0.5,0,0,34,0,0,34,True,False,30,4,0.8823529411764706,0.11764705882352941,50,-25,0,1700,500,0,False,False,0,0,0.5,0.5,0,0,34,0,0,C,194.0
65,2250,True,False,True,False,35,0,False,False,0,0,0.5,0.5,0,0,35,0,0,0,False,False,0,0,0.5,0.5,0,0,35,0,0,35,True,False,31,4,0.8857142857142857,0.11428571428571428,50,-25,0,1750,500,0,False,False,0,0,0.5,0.5,0,0,35,0,0,C,136.0
64,2300,True,False,True,False,36,0,False,False,0,0,0.5,0.5,0,0,36,0,0,0,False,False,0,0,0.5,0.5,0,0,36,0,0,36,True,False,32,4,0.8888888888888888,0.1111111111111111,50,-25,0,1800,500,0,False,False,0,0,0.5,0.5,0,0,36,0,0,C,202.0
63,2350,True,False,True,False,37,0,False,False,0,0,0.5,0.5,0,0,37,0,0,0,False,False,0,0,0.5,0.5,0,0,37,0,0,37,True,False,33,4,0.8918918918918919,0.10810810810810811,50,-25,0,1850,500,0,False,False,0,0,0.5,0.5,0,0,37,0,0,C,145.0
62,2400,True,False,True,False,38,0,False,False,0,0,0.5,0.5,0,0,38,0,0,0,False,False,0,0,0.5,0.5,0,0,38,0,0,38,True,False,34,4,0.8947368421052632,0.10526315789473684,50,-25,0,1900,500,0,False,False,0,0,0.5,0.5,0,0,38,0,0,C,207.0
61,2450,True,False,True,False,39,0,False,False,0,0,0.5,0.5,0,0,39,0,0,0,False,False,0,0,0.5,0.5,0,0,39,0,0,39,True,False,35,4,0.8974358974358975,0.10256410256410256,50,-25,0,1950,500,0,False,False,0,0,0.5,0.5,0,0,39,0,0,C,117.0
60,2475,True,False,True,False,40,0,False,False,0,0,0.5,0.5,0,0,40,0,0,0,False,False,0,0,0.5,0.5,0,0,40,0,0,40,True,False,36,4,0.9,0.1,50,-25,0,2000,525,0,False,False,0,0,0.5,0.5,0,0,40,0,0,C,200.0
59,2450,False,True,True,False,41,0,False,False,0,0,0.5,0.5,0,0,41,0,0,0,False,False,0,0,0.5,0.5,0,0,41,0,0,41,False,True,36,5,0.8780487804878049,0.12195121951219512,50,-25,0,2050,600,0,False,False,0,0,0.5,0.5,0,0,41,0,0,C,123.0
58,2500,True,False,True,False,42,0,False,False,0,0,0.5,0.5,0,0,42,0,0,0,False,False,0,0,0.5,0.5,0,0,42,0,0,42,True,False,37,5,0.8809523809523809,0.11904761904761904,50,-25,0,2100,600,0,False,False,0,0,0.5,0.5,0,0,42,0,0,C,201.0
57,2550,True,False,True,False,43,0,False,False,0,0,0.5,0.5,0,0,43,0,0,0,False,False,0,0,0.5,0.5,0,0,43,0,0,43,True,False,38,5,0.8837209302325582,0.11627906976744186,50,-25,0,2150,600,0,False,False,0,0,0.5,0.5,0,0,43,0,0,C,122.0
56,2600,True,False,True,False,44,0,False,False,0,0,0.5,0.5,0,0,44,0,0,0,False,False,0,0,0.5,0.5,0,0,44,0,0,44,True,False,39,5,0.8863636363636364,0.11363636363636363,50,-25,0,2200,600,0,False,False,0,0,0.5,0.5,0,0,44,0,0,C,223.0
55,2625,True,False,True,False,45,0,False,False,0,0,0.5,0.5,0,0,45,0,0,0,False,False,0,0,0.5,0.5,0,0,45,0,0,45,True,False,40,5,0.8888888888888888,0.1111111111111111,50,-25,0,2250,625,0,False,False,0,0,0.5,0.5,0,0,45,0,0,C,124.0
54,2675,True,False,True,False,46,0,False,False,0,0,0.5,0.5,0,0,46,0,0,0,False,False,0,0,0.5,0.5,0,0,46,0,0,46,True,False,41,5,0.8913043478260869,0.10869565217391304,50,-25,0,2300,625,0,False,False,0,0,0.5,0.5,0,0,46,0,0,C,244.0
53,2725,True,False,True,False,47,0,False,False,0,0,0.5,0.5,0,0,47,0,0,0,False,False,0,0,0.5,0.5,0,0,47,0,0,47,True,False,42,5,0.8936170212765957,0.10638297872340426,50,-25,0,2350,625,0,False,False,0,0,0.5,0.5,0,0,47,0,0,C,109.0
52,2750,True,False,True,False,48,0,False,False,0,0,0.5,0.5,0,0,48,0,0,0,False,False,0,0,0.5,0.5,0,0,48,0,0,48,True,False,43,5,0.8958333333333334,0.10416666666666667,50,-25,0,2400,650,0,False,False,0,0,0.5,0.5,0,0,48,0,0,C,243.0
51,2750,True,False,True,False,49,0,False,False,0,0,0.5,0.5,0,0,49,0,0,0,False,False,0,0,0.5,0.5,0,0,49,0,0,49,0,0,44,5,0.8979591836734694,0.10204081632653061,50,-25,0,2450,700,0,False,False,0,0,0.5,0.5,0,0,49,0,0,C,110.0
50,2725,False,True,True,False,50,0,False,False,0,0,0.5,0.5,0,0,50,0,0,0,False,False,0,0,0.5,0.5,0,0,50,0,0,50,False,True,44,6,0.88,0.12,50,-25,0,2500,775,0,False,False,0,0,0.5,0.5,0,0,50,0,0,C,222.0
49,2775,True,False,True,False,51,0,False,False,0,0,0.5,0.5,0,0,51,0,0,0,False,False,0,0,0.5,0.5,0,0,51,0,0,51,True,False,45,6,0.8823529411764706,0.11764705882352941,50,-25,0,2550,775,0,False,False,0,0,0.5,0.5,0,0,51,0,0,C,145.0
48,2825,True,False,True,False,52,0,False,False,0,0,0.5,0.5,0,0,52,0,0,0,False,False,0,0,0.5,0.5,0,0,52,0,0,52,True,False,46,6,0.8846153846153846,0.11538461538461539,50,-25,0,2600,775,0,False,False,0,0,0.5,0.5,0,0,52,0,0,C,207.0
47,2850,True,False,True,False,53,0,False,False,0,0,0.5,0.5,0,0,53,0,0,0,False,False,0,0,0.5,0.5,0,0,53,0,0,53,True,False,47,6,0.8867924528301887,0.11320754716981132,50,-25,0,2650,800,0,False,False,0,0,0.5,0.5,0,0,53,0,0,C,110.0
46,2900,True,False,True,False,54,0,False,False,0,0,0.5,0.5,0,0,54,0,0,0,False,False,0,0,0.5,0.5,0,0,54,0,0,54,True,False,48,6,0.8888888888888888,0.1111111111111111,50,-25,0,2700,800,0,False,False,0,0,0.5,0.5,0,0,54,0,0,C,222.0
45,2950,True,False,True,False,55,0,False,False,0,0,0.5,0.5,0,0,55,0,0,0,False,False,0,0,0.5,0.5,0,0,55,0,0,55,True,False,49,6,0.8909090909090909,0.10909090909090909,50,-25,0,2750,800,0,False,False,0,0,0.5,0.5,0,0,55,0,0,C,94.0
44,3000,True,False,True,False,56,0,False,False,0,0,0.5,0.5,0,0,56,0,0,0,False,False,0,0,0.5,0.5,0,0,56,0,0,56,True,False,50,6,0.8928571428571429,0.10714285714285714,50,-25,0,2800,800,0,False,False,0,0,0.5,0.5,0,0,56,0,0,C,242.0
43,3000,True,False,True,False,57,0,False,False,0,0,0.5,0.5,0,0,57,0,0,0,False,False,0,0,0.5,0.5,0,0,57,0,0,57,0,0,51,6,0.8947368421052632,0.10526315789473684,50,-25,0,2850,850,0,False,False,0,0,0.5,0.5,0,0,57,0,0,C,116.0
42,3025,True,False,True,False,58,0,False,False,0,0,0.5,0.5,0,0,58,0,0,0,False,False,0,0,0.5,0.5,0,0,58,0,0,58,True,False,52,6,0.896551724137931,0.10344827586206896,50,-25,0,2900,875,0,False,False,0,0,0.5,0.5,0,0,58,0,0,C,397.0
41,3000,False,True,True,False,59,0,False,False,0,0,0.5,0.5,0,0,59,0,0,0,False,False,0,0,0.5,0.5,0,0,59,0,0,59,False,True,52,7,0.8813559322033898,0.11864406779661017,50,-25,0,2950,950,0,False,False,0,0,0.5,0.5,0,0,59,0,0,C,107.0
40,3050,True,False,True,False,60,0,False,False,0,0,0.5,0.5,0,0,60,0,0,0,False,False,0,0,0.5,0.5,0,0,60,0,0,60,True,False,53,7,0.8833333333333333,0.11666666666666667,50,-25,0,3000,950,0,False,False,0,0,0.5,0.5,0,0,60,0,0,C,253.0
39,3100,True,False,True,False,61,0,False,False,0,0,0.5,0.5,0,0,61,0,0,0,False,False,0,0,0.5,0.5,0,0,61,0,0,61,True,False,54,7,0.8852459016393442,0.11475409836065574,50,-25,0,3050,950,0,False,False,0,0,0.5,0.5,0,0,61,0,0,C,123.0
38,3150,True,False,True,False,62,0,False,False,0,0,0.5,0.5,0,0,62,0,0,0,False,False,0,0,0.5,0.5,0,0,62,0,0,62,True,False,55,7,0.8870967741935484,0.11290322580645161,50,-25,0,3100,950,0,False,False,0,0,0.5,0.5,0,0,62,0,0,C,206.0
37,3200,True,False,True,False,63,0,False,False,0,0,0.5,0.5,0,0,63,0,0,0,False,False,0,0,0.5,0.5,0,0,63,0,0,63,True,False,56,7,0.8888888888888888,0.1111111111111111,50,-25,0,3150,950,0,False,False,0,0,0.5,0.5,0,0,63,0,0,C,138.0
36,3250,True,False,True,False,64,0,False,False,0,0,0.5,0.5,0,0,64,0,0,0,False,False,0,0,0.5,0.5,0,0,64,0,0,64,True,False,57,7,0.890625,0.109375,50,-25,0,3200,950,0,False,False,0,0,0.5,0.5,0,0,64,0,0,C,208.0
35,3300,True,False,True,False,65,0,False,False,0,0,0.5,0.5,0,0,65,0,0,0,False,False,0,0,0.5,0.5,0,0,65,0,0,65,True,False,58,7,0.8923076923076924,0.1076923076923077,50,-25,0,3250,950,0,False,False,0,0,0.5,0.5,0,0,65,0,0,C,152.0
34,3350,True,False,True,False,66,0,False,False,0,0,0.5,0.5,0,0,66,0,0,0,False,False,0,0,0.5,0.5,0,0,66,0,0,66,True,False,59,7,0.8939393939393939,0.10606060606060606,50,-25,0,3300,950,0,False,False,0,0,0.5,0.5,0,0,66,0,0,C,231.0
33,3375,True,False,True,False,67,0,False,False,0,0,0.5,0.5,0,0,67,0,0,0,False,False,0,0,0.5,0.5,0,0,67,0,0,67,True,False,60,7,0.8955223880597015,0.1044776119402985,50,-25,0,3350,975,0,False,False,0,0,0.5,0.5,0,0,67,0,0,C,100.0
32,3400,True,False,True,False,68,0,False,False,0,0,0.5,0.5,0,0,68,0,0,0,False,False,0,0,0.5,0.5,0,0,68,0,0,68,True,False,61,7,0.8970588235294118,0.10294117647058823,50,-25,0,3400,1000,0,False,False,0,0,0.5,0.5,0,0,68,0,0,C,238.0
31,3450,True,False,True,False,69,0,False,False,0,0,0.5,0.5,0,0,69,0,0,0,False,False,0,0,0.5,0.5,0,0,69,0,0,69,True,False,62,7,0.8985507246376812,0.10144927536231885,50,-25,0,3450,1000,0,False,False,0,0,0.5,0.5,0,0,69,0,0,C,129.0
30,3500,True,False,True,False,70,0,False,False,0,0,0.5,0.5,0,0,70,0,0,0,False,False,0,0,0.5,0.5,0,0,70,0,0,70,True,False,63,7,0.9,0.1,50,-25,0,3500,1000,0,False,False,0,0,0.5,0.5,0,0,70,0,0,C,210.0
29,3550,True,False,True,False,71,0,False,False,0,0,0.5,0.5,0,0,71,0,0,0,False,False,0,0,0.5,0.5,0,0,71,0,0,71,True,False,64,7,0.9014084507042254,0.09859154929577464,50,-25,0,3550,1000,0,False,False,0,0,0.5,0.5,0,0,71,0,0,C,129.0
28,3600,True,False,True,False,72,0,False,False,0,0,0.5,0.5,0,0,72,0,0,0,False,False,0,0,0.5,0.5,0,0,72,0,0,72,True,False,65,7,0.9027777777777778,0.09722222222222222,50,-25,0,3600,1000,0,False,False,0,0,0.5,0.5,0,0,72,0,0,C,209.0
27,3650,True,False,True,False,73,0,False,False,0,0,0.5,0.5,0,0,73,0,0,0,False,False,0,0,0.5,0.5,0,0,73,0,0,73,True,False,66,7,0.9041095890410958,0.0958904109589041,50,-25,0,3650,1000,0,False,False,0,0,0.5,0.5,0,0,73,0,0,C,121.0
26,3700,True,False,True,False,74,0,False,False,0,0,0.5,0.5,0,0,74,0,0,0,False,False,0,0,0.5,0.5,0,0,74,0,0,74,True,False,67,7,0.9054054054054054,0.0945945945945946,50,-25,0,3700,1000,0,False,False,0,0,0.5,0.5,0,0,74,0,0,C,224.0
25,3750,True,False,True,False,75,0,False,False,0,0,0.5,0.5,0,0,75,0,0,0,False,False,0,0,0.5,0.5,0,0,75,0,0,75,True,False,68,7,0.9066666666666666,0.09333333333333334,50,-25,0,3750,1000,0,False,False,0,0,0.5,0.5,0,0,75,0,0,C,145.0
24,3800,True,False,True,False,76,0,False,False,0,0,0.5,0.5,0,0,76,0,0,0,False,False,0,0,0.5,0.5,0,0,76,0,0,76,True,False,69,7,0.9078947368421053,0.09210526315789473,50,-25,0,3800,1000,0,False,False,0,0,0.5,0.5,0,0,76,0,0,C,214.0
23,3800,True,False,True,False,77,0,False,False,0,0,0.5,0.5,0,0,77,0,0,0,False,False,0,0,0.5,0.5,0,0,77,0,0,77,0,0,70,7,0.9090909090909091,0.09090909090909091,50,-25,0,3850,1050,0,False,False,0,0,0.5,0.5,0,0,77,0,0,C,153.0
22,3825,True,False,True,False,78,0,False,False,0,0,0.5,0.5,0,0,78,0,0,0,False,False,0,0,0.5,0.5,0,0,78,0,0,78,True,False,71,7,0.9102564102564102,0.08974358974358974,50,-25,0,3900,1075,0,False,False,0,0,0.5,0.5,0,0,78,0,0,C,201.0
21,3875,True,False,True,False,79,0,False,False,0,0,0.5,0.5,0,0,79,0,0,0,False,False,0,0,0.5,0.5,0,0,79,0,0,79,True,False,72,7,0.9113924050632911,0.08860759493670886,50,-25,0,3950,1075,0,False,False,0,0,0.5,0.5,0,0,79,0,0,C,130.0
20,3925,True,False,True,False,80,0,False,False,0,0,0.5,0.5,0,0,80,0,0,0,False,False,0,0,0.5,0.5,0,0,80,0,0,80,True,False,73,7,0.9125,0.0875,50,-25,0,4000,1075,0,False,False,0,0,0.5,0.5,0,0,80,0,0,C,244.0
19,3975,True,False,True,False,81,0,False,False,0,0,0.5,0.5,0,0,81,0,0,0,False,False,0,0,0.5,0.5,0,0,81,0,0,81,True,False,74,7,0.9135802469135802,0.08641975308641975,50,-25,0,4050,1075,0,False,False,0,0,0.5,0.5,0,0,81,0,0,C,145.0
18,4025,True,False,True,False,82,0,False,False,0,0,0.5,0.5,0,0,82,0,0,0,False,False,0,0,0.5,0.5,0,0,82,0,0,82,True,False,75,7,0.9146341463414634,0.08536585365853659,50,-25,0,4100,1075,0,False,False,0,0,0.5,0.5,0,0,82,0,0,C,214.0
17,4075,True,False,True,False,83,0,False,False,0,0,0.5,0.5,0,0,83,0,0,0,False,False,0,0,0.5,0.5,0,0,83,0,0,83,True,False,76,7,0.9156626506024096,0.08433734939759036,50,-25,0,4150,1075,0,False,False,0,0,0.5,0.5,0,0,83,0,0,C,203.0
16,4125,True,False,True,False,84,0,False,False,0,0,0.5,0.5,0,0,84,0,0,0,False,False,0,0,0.5,0.5,0,0,84,0,0,84,True,False,77,7,0.9166666666666666,0.08333333333333333,50,-25,0,4200,1075,0,False,False,0,0,0.5,0.5,0,0,84,0,0,C,209.0
15,4175,True,False,True,False,85,0,False,False,0,0,0.5,0.5,0,0,85,0,0,0,False,False,0,0,0.5,0.5,0,0,85,0,0,85,True,False,78,7,0.9176470588235294,0.08235294117647059,50,-25,0,4250,1075,0,False,False,0,0,0.5,0.5,0,0,85,0,0,C,136.0
14,4225,True,False,True,False,86,0,False,False,0,0,0.5,0.5,0,0,86,0,0,0,False,False,0,0,0.5,0.5,0,0,86,0,0,86,True,False,79,7,0.9186046511627907,0.08139534883720931,50,-25,0,4300,1075,0,False,False,0,0,0.5,0.5,0,0,86,0,0,C,231.0
13,4275,True,False,True,False,87,0,False,False,0,0,0.5,0.5,0,0,87,0,0,0,False,False,0,0,0.5,0.5,0,0,87,0,0,87,True,False,80,7,0.9195402298850575,0.08045977011494253,50,-25,0,4350,1075,0,False,False,0,0,0.5,0.5,0,0,87,0,0,C,201.0
12,4325,True,False,True,False,88,0,False,False,0,0,0.5,0.5,0,0,88,0,0,0,False,False,0,0,0.5,0.5,0,0,88,0,0,88,True,False,81,7,0.9204545454545454,0.07954545454545454,50,-25,0,4400,1075,0,False,False,0,0,0.5,0.5,0,0,88,0,0,C,152.0
11,4375,True,False,True,False,89,0,False,False,0,0,0.5,0.5,0,0,89,0,0,0,False,False,0,0,0.5,0.5,0,0,89,0,0,89,True,False,82,7,0.9213483146067416,0.07865168539325842,50,-25,0,4450,1075,0,False,False,0,0,0.5,0.5,0,0,89,0,0,C,207.0
10,4425,True,False,True,False,90,0,False,False,0,0,0.5,0.5,0,0,90,0,0,0,False,False,0,0,0.5,0.5,0,0,90,0,0,90,True,False,83,7,0.9222222222222223,0.07777777777777778,50,-25,0,4500,1075,0,False,False,0,0,0.5,0.5,0,0,90,0,0,C,160.0
